582,GLO,SBDN,SBSP
583,GLO,SBSP,SBDN
584,GLO,SBSP,SBZM
585,GLO,SBZM,SBSP
588,GLO,SBSP,SBUL
589,GLO,SBBR,SBSP
590,GLO,SBUL,SBSP
591,GLO,SBSP,SBBR
592,GLO,SBSP,SBVT
593,GLO,SBVT,SBSP
596,GLO,SBSP,SBGO
597,GLO,SBGO,SBSP
598,GLO,SBBR,SBPV
599,GLO,SBPV,SBBR
600,GLO,SBCG,SBGR
601,GLO,SBSP,SBCG
602,GLO,SBCG,SBSP
603,GLO,SBGR,SBCG
604,GLO,SBSP,SBAR
605,GLO,SBAR,SBSP
606,GLO,SBGR,SBAR
607,GLO,SBAR,SBGR
608,GLO,SBGR,SBJP
609,GLO,SBJP,SBGR
610,GLO,SBSV,SBSP
611,GLO,SBGR,SBSG
612,GLO,SBSG,SBGR
613,GLO,SBSP,SBMO
614,GLO,SBMO,SBSP
615,GLO,SBMO,SBGR
616,GLO,SBGR,SBMO
617,GLO,SBRF,SBSP
618,GLO,SBSP,SBRF
619,GLO,SBSP,SBSV
620,GLO,SBTE,SBGR
621,GLO,SBGR,SBTE
622,GLO,SBGR,SBSL
623,GLO,SBSL,SBGR
624,GLO,SBGR,SBPL
625,GLO,SBPL,SBGR
626,GLO,SBGR,SBKG
627,GLO,SBKG,SBGR
632,GLO,SBFZ,SBBR
633,GLO,SBBR,SBFZ
634,GLO,SBTE,SBBR
635,GLO,SBBR,SBTE
636,GLO,SBBR,SBEG
637,GLO,SBEG,SBBR
638,GLO,SBBR,SBJP
639,GLO,SBJP,SBBR
640,GLO,SBBR,SBSL
641,GLO,SBSL,SBBR
644,GLO,SBBR,SBBE
645,GLO,SBCT,SBBR
646,GLO,SBBR,SBCT
647,GLO,SBPJ,SBBR
648,GLO,SBMQ,SBBR
649,GLO,SBBR,SBMQ
650,GLO,SBPA,SBBR
651,GLO,SBBR,SBPA
652,GLO,SBBR,SBPS
653,GLO,SBPS,SBBR
654,GLO,SBSG,SBBR
659,GLO,SBGL,SBMO
660,GLO,SBMO,SBGL
661,GLO,SBSV,SBFZ
662,GLO,SBFZ,SBSV
663,GLO,SBSV,SBSG
664,GLO,SBSG,SBSV
665,GLO,SBEG,SBGL
666,GLO,SBEG,SBFZ
667,GLO,SBFZ,SBSG
668,GLO,SBSV,SBBR
669,GLO,SBBR,SBSV
670,GLO,SBBR,SBGO
671,GLO,SBSG,SBFZ
672,GLO,SBFZ,SBEG
675,GLO,SBSV,SBVT
676,GLO,SBVT,SBSV
677,GLO,SBGR,SBPF
678,GLO,SBPF,SBGR
679,GLO,SBBR,SBSG
680,GLO,SBMO,SBBR
681,GLO,SBBR,SBMO
682,GLO,SBBE,SBGL
683,GLO,SBGL,SBAR
684,GLO,SBNF,SBGL
685,GLO,SBGL,SBNF
686,GLO,SBAR,SBGL
687,GLO,SBRJ,SBBR
688,GLO,SBBR,SBRJ
689,GLO,SBSV,SBGL
690,GLO,SBGL,SBSV
691,GLO,SBJP,SBSV
692,GLO,SBGL,SBBR
693,GLO,SBSV,SBJP
694,GLO,SBBV,SBBR
695,GLO,SBBR,SBBV
696,GLO,SBGL,SBFI
697,GLO,SBFI,SBGL
698,GLO,SBSG,SBGL
699,GLO,SBGL,SBSG
700,GLO,SBGL,SBEG
701,GLO,SBGL,SBCT
702,GLO,SBGL,SBSL
703,GLO,SBSL,SBGL
704,GLO,SBGL,SBFL
705,GLO,SBFL,SBGL
706,GLO,SBGL,SBFZ
707,GLO,SBRJ,SBSV
708,GLO,SBSV,SBRJ
709,GLO,SBJP,SBGL
710,GLO,SBGL,SBJP
711,GLO,SBFZ,SBGL
712,GLO,SBJP,SBMO
713,GLO,SBSG,SBSP
714,GLO,SBGR,SBUL
715,GLO,SBUL,SBGR
716,GLO,SBGL,SBGO
719,GLO,SBCH,SBGL
721,GLO,SBCT,SBPS
723,GLO,SBPS,SBCT
724,GLO,SBPA,SBPS
725,GLO,SBPS,SBPA
726,GLO,SBGR,SBSP
727,GLO,SBSP,SBGR
728,GLO,SBSP,SBKP
730,GLO,SBCT,SBNF
731,GLO,SBSP,SBCH
732,GLO,SBGL,SBPS
733,GLO,SBRF,SBPS
784,PAM,SJTC,SBSP
785,PAM,SBEG,SBIH
786,PAM,SBIH,SBHT
787,PAM,SBHT,SBIH
788,PAM,SBIH,SBEG
792,PAM,SBSP,SBME
793,PAM,SBSP,SJTC
812,PAM,SBME,SBSP
838,PTB,SBSV,SBPL
839,PTB,SBPL,SBSV
846,PTB,SBBR,SBUL
849,PTB,SBUL,SBBR
855,TAM,SBCY,SBSP
857,TAM,SBGR,SBPJ
860,TAM,SBBR,SBVT
861,TAM,SBVT,SBBR
862,TAM,SBBR,SBFL
863,TAM,SBSP,SBCY
865,TAM,SBGR,SBPV
870,TAM,SBRJ,SBFI
872,TAM,SBBR,SBCG
873,TAM,SBCG,SBBR
874,TAM,SBFL,SBBR
876,TAM,SBBR,SBFI
877,TAM,SBFI,SBBR
878,TAM,SBPJ,SBGR
881,TAM,SBPV,SBGR
883,TAM,SBPA,SBMO
884,TAM,SBMO,SBPA
886,TAM,SBFI,SBRJ
887,TAM,SBFL,SBCT
888,TAM,SBGO,SBGL
895,TTL,SBBE,SBVT
